Birth Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
0.023,9.972593750934676,3.1354942159291497,94.87567567567568,8.862058677395472,24.4446287808956,0.05,5.3612921657094255,5.659482215759621,0.027615167032973367,0.2,0.1466943791508035,75.0,69.0,0.6,1,0.323,0.619,0.058,16.078836601070194,0.7,22.125433547468656,20.09027258108945
0.023,10.333970423619581,4.189654742026425,94.87567567567568,9.335474102732949,24.65524394826097,0.067,5.488937726156687,6.398594934535208,0.02273948696948943,0.1,0.13811071861565868,78.0,72.0,0.7,1,0.32,0.622,0.058,16.473557719661162,0.621,20.254860930661817,20.412656261215183
0.021,8.839131752546109,3.1354942159291497,94.87567567567568,8.40737832540903,23.724229403445925,0.063,5.337538079701318,5.771441123130016,0.017839918128331,0.1,0.13811071861565868,76.0,66.0,1.0,1,0.343,0.592,0.065,15.627555054454803,0.627,20.491333780860156,19.709913394983946
0.015,6.424869023905388,3.7135578697211664,94.87567567567568,11.254644782971518,21.475511698726226,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.6,0.13811071861565868,72.0,68.0,1.2,1,0.3030511272141707,0.6234814814814815,0.07346457326892109,10.942986576711732,0.835,22.320493557319537,22.27707153912607
0.019,5.476463551931511,3.044522437723423,94.87567567567568,4.406719247264253,20.447365916208994,0.061,6.1070228877422545,4.948759890378168,0.011928570865273802,0.2,0.09349034308733889,74.0,69.0,0.5,1,0.287,0.638,0.075,11.548167118308434,0.358,18.675322970077882,16.588099342704055
0.034,9.444384297758681,3.5553480614894135,94.87567567567568,9.05122740031911,24.25294750184811,0.072,5.220355825078325,5.84354441703136,0.030529205034822874,0.1,0.12044615307586716,74.0,67.0,0.9,1,0.426,0.531,0.043,16.40462195576792,0.48,20.77680660482231,20.418098451510463
0.022,7.356918242356021,3.6375861597263857,94.87567567567568,6.2166061010848646,21.277343335688556,0.039,4.499809670330265,5.666426688112432,0.03343477608623739,0.1,0.1362776182925478,68.0,62.0,0.7,1,0.372,0.592,0.035,13.554675523628129,0.282,17.72753358339242,17.87595358575207
0.028,7.779885115070522,5.313205979041787,94.87567567567568,7.828038032125829,22.49572790170174,0.054,3.5553480614894135,5.220355825078325,0.061095099359810875,0.1,0.20782684720231648,62.0,59.0,0.3,1,0.373,0.584,0.043,16.068244999671148,0.474,19.06253463538792,19.617628936362486
0.028,9.080231686629162,3.091042453358316,94.87567567567568,8.453827315794417,23.230870532147915,0.079,4.919980925828125,6.052089168924417,0.023716526617316044,0.1,0.15357908792830063,74.0,70.0,0.6,1,0.386,0.572,0.042,15.786592229304645,0.498,20.11995936221441,19.548851838098265
0.016,9.509036565691064,2.1972245773362196,94.87567567567568,8.343077871169383,23.27427658062941,0.049,5.442417710521793,6.028278520230698,0.0168571170664229,0.2,0.15871169115482087,75.0,69.0,1.0,1,0.304,0.618,0.077,14.794769328413585,0.532,21.48500580943882,19.644456178515657
0.021,13.029910312158272,3.258096538021482,94.87567567567568,12.082276567716663,27.673500878058693,0.058,6.338594078203183,6.186208623900494,0.01587334915629015,0.2,0.07325046173959267,78.0,74.0,0.6,1,0.314,0.63,0.056,18.547576091655447,0.769,23.366244041376056,23.01761712511418
0.025,8.432941638968646,3.6888794541139363,94.87567567567568,7.962763930168115,22.732575555029516,0.069,4.532599493153256,5.484796933490655,0.023716526617316044,0.0,0.12221763272424921,76.0,70.0,0.4,1,0.364,0.592,0.043,15.53747933753308,0.564,19.35677410704427,19.44672234336987
0.021,8.871505346165781,2.9444389791664403,94.87567567567568,8.014666370464942,23.77357625390668,0.067,5.948034989180646,6.180016653652572,0.017839918128331,0.2,0.07973496801885356,79.0,74.0,0.9,1,0.302,0.635,0.063,15.065708811817494,0.643,21.314380292494914,19.940193951046663
0.025,8.327726166461412,3.58351893845611,94.87567567567568,8.349011198176003,23.34756548700083,0.06,4.912654885736052,5.796057750765372,0.02273948696948943,0.1,0.22314355131420976,74.0,70.0,0.8,1,0.349,0.602,0.049,15.627936007182491,0.578,18.61130111182548,19.030446321008043
0.021,10.67380408586716,4.290459441148391,94.87567567567568,9.57045937831747,25.34992928487085,0.051,5.262690188904886,6.052089168924417,0.01882175424058776,0.3,0.20620083058389777,76.0,70.0,0.5,1,0.312,0.632,0.056,17.159375781282012,0.758,21.41990690725887,20.940793650279492
0.012,11.865749759016373,2.0794415416798357,94.87567567567568,11.254644782971518,25.21777405290115,0.06416951983298538,6.687603594123967,4.948759890378168,0.032286158705474306,0.3,0.13811071861565868,83.0,74.0,0.7,1,0.215,0.66,0.125,15.146026846252726,0.94,21.951150461611572,21.278873604058017
0.022714893617021278,11.865749759016373,3.7135578697211664,94.87567567567568,11.254644782971518,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.23974713551955748,0.13811071861565868,77.0,72.0,0.5781237682301931,1,0.3030511272141707,0.6234814814814815,0.07346457326892109,10.583169482142504,1.0,20.315297600123888,18.234351177809064
0.022714893617021278,5.521460917862246,2.995732273553991,94.87567567567568,4.430816798843313,20.343576748964818,0.041,6.313548046277095,5.153291594497779,0.009950330853168083,0.5,0.0889262091944015,71.15926791277259,66.46183800623054,1.3,1,0.3030511272141707,0.6234814814814815,0.07346457326892109,10.829312687193204,0.319,18.643824303266577,16.300417291085605
0.017,5.955837369464831,3.044522437723423,94.87567567567568,4.859812404361672,20.859155540568256,0.068,6.115892125483034,4.276666119016055,0.013902905168991422,0.3,0.09621885774054292,76.0,71.0,0.9,1,0.27,0.653,0.077,12.044435679929052,0.211,19.525937578650403,17.553180200057167
0.017,11.865749759016373,3.7135578697211664,94.87567567567568,11.254644782971518,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.23974713551955748,0.13811071861565868,82.0,75.0,0.5781237682301931,1,0.3030511272141707,0.6234814814814815,0.07346457326892109,10.271804465008787,0.5629525765496639,22.320493557319537,22.27707153912607
0.018,5.313205979041787,2.5649493574615367,94.87567567567568,4.2626798770413155,20.34357676650678,0.039,5.5093883366279774,4.343805421853684,0.01882175424058776,0.2,0.0916671885258238,74.0,70.0,1.0,1,0.276,0.653,0.07,11.599525090535208,0.477,18.5159909328476,16.811242881518265
0.019,7.8009820712577405,6.543911845564792,94.87567567567568,6.5722825426940075,21.80052238067529,0.059,5.834810737062605,5.298317366548036,0.023716526617316044,0.1,0.12927233570413918,73.0,66.0,0.7,1,0.295,0.643,0.062,13.143016623214137,0.665,18.105970012811294,17.147715103853763
0.015,10.74639005318091,3.784189633918261,94.87567567567568,9.919951278566794,23.80656922566572,0.048,6.673297967767654,5.351858133476067,0.02273948696948943,0.3,0.11154137473290741,73.0,66.0,1.2,1,0.211,0.713,0.076,14.085568992397494,0.096,20.24684164150806,18.858935681335133
0.022714893617021278,5.0689042022202315,3.7135578697211664,94.87567567567568,11.254644782971518,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.23974713551955748,0.13811071861565868,71.15926791277259,66.46183800623054,0.5781237682301931,1,0.3030511272141707,0.6234814814814815,0.07346457326892109,10.26252470426388,0.888,22.320493557319537,22.27707153912607
0.014,15.57830420576957,1.9459101490553132,94.87567567567568,14.664385031985635,30.30381022090361,0.161,8.920923462230686,5.786897381366708,0.006975613736425242,0.8,0.07788653865707122,80.0,75.0,0.8,1,0.202,0.673,0.125,19.523388660740434,0.803,25.72617805136321,25.433714535239147
0.015,8.699514748210191,3.8066624897703196,94.87567567567568,8.062432791583195,23.876452053470288,0.08,6.329720905522696,5.720311776607412,0.011928570865273802,0.3,0.08525984395082342,80.0,73.0,0.9,1,0.233,0.63,0.137,15.020997715079005,0.938,20.64854229182806,19.68480747392291
0.022,12.07702262511216,4.955827057601261,94.87567567567568,11.049857726725605,26.162927498324155,0.06,6.210600077024653,6.762729506931879,0.014888612493750654,0.2,0.1578580846155803,77.0,71.0,0.9,1,0.305,0.643,0.052,17.13535101875291,0.886,20.69486636345352,21.533751510368234
0.013,11.865749759016373,3.7135578697211664,94.87567567567568,11.254644782971518,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.3,0.13811071861565868,82.0,76.0,0.5781237682301931,1,0.214,0.669,0.117,11.584538899779762,0.941,21.13669911536513,22.27707153912607
0.024,11.649377588105729,3.258096538021482,94.87567567567568,10.530120929037734,25.86493034422055,0.038,5.214935757608986,6.113682179832232,0.0246926125903715,0.1,0.07696104113612832,72.0,69.0,0.8,1,0.274,0.68,0.047,17.39137186254998,0.661,19.976717881769055,20.24037958349041
0.048,10.188591303973109,4.23410650459726,94.87567567567568,9.357466436866476,25.156200474917764,0.038,5.181783550292085,5.60947179518496,0.10885440491208209,0.0,0.11778303565638346,51.0,48.0,0.4,1,0.479,0.497,0.024,16.723200486900463,0.385,19.49568317039431,19.91806915481498
0.039,8.41027590907016,3.4657359027997265,94.87567567567568,8.095293776844649,22.615407727053633,0.042,3.4657359027997265,5.602118820879701,0.0639133257436528,0.0,0.13811071861565868,60.0,57.0,0.4,1,0.439,0.533,0.029,16.009763390704986,0.411,19.279342367227173,18.440483381052466
0.025,8.513385953073284,4.356708826689592,94.87567567567568,7.674152921281675,23.13138523200655,0.053,5.730099782973575,4.948759890378168,0.04210117601863539,0.1,0.1527210870176639,46.0,46.0,0.8,1,0.348,0.618,0.034,14.474956166851204,0.558,17.893048018819147,17.804494623047066
0.044,7.4377951216719325,2.833213344056216,94.87567567567568,11.254644782971518,22.84561244883707,0.086,3.6888794541139363,5.602118820879701,0.07325046173959267,0.0,0.13811071861565868,55.0,54.0,0.2,1,0.462,0.512,0.025,16.500609175005998,0.24,18.22222981742365,18.5159909328476
0.045,5.521460917862246,2.639057329615259,94.87567567567568,11.254644782971518,21.20051458618546,0.079,2.772588722239781,4.948759890378168,0.0639133257436528,0.0,0.1527210870176639,53.0,50.0,0.1,1,0.442,0.532,0.026,15.970092155088025,0.101,14.285514812209815,18.832790401401716
0.039,8.620832226175724,3.6635616461296463,94.87567567567568,8.763428073953845,23.890239214646964,0.05,4.110873864173311,6.484635235635252,0.06859279146561172,0.0,0.13811071861565868,54.0,52.0,0.3,1,0.438,0.53,0.033,16.790786367517445,0.503,18.933504376369054,20.148790187880163
0.036,5.4638318050256105,3.1354942159291497,94.87567567567568,11.254644782971518,21.409071260643717,0.043,3.044522437723423,6.22455842927536,0.10165365372649983,0.0,0.13811071861565868,48.0,45.0,0.1,1,0.412,0.549,0.039,15.247042829081856,0.385,16.283610174181653,17.840862266556567
0.048,6.236369590203704,4.174387269895637,94.87567567567568,11.254644782971518,23.06043916365272,0.036,3.332204510175204,6.597145701886651,0.0925791812930932,0.0,0.13811071861565868,50.0,48.0,0.1,1,0.491,0.484,0.026,16.216186415895677,0.219,22.320493557319537,22.27707153912607
0.038,4.836281906951478,3.1354942159291497,94.87567567567568,11.254644782971518,20.08863652219715,0.052,3.7612001156935624,4.61512051684126,0.0639133257436528,0.0,0.09984533496971613,61.0,58.0,0.1,1,0.42,0.55,0.03,13.38363781745964,0.279,17.426428497635523,16.52356082573315
0.045,7.944846711001996,4.897839799950911,94.87567567567568,10.009962447043133,23.67849169513814,0.073,2.772588722239781,5.733341276897746,0.0925791812930932,0.0,0.35907206853845386,50.0,47.0,0.2,1,0.458,0.514,0.028,17.889976152976377,0.389,13.45883704259595,18.65969765229688
0.039,7.29641326877392,5.087596335232384,94.87567567567568,7.139660335964919,23.196354190137374,0.021,4.174387269895637,6.408528791059498,0.04783732941416013,0.0,0.13811071861565868,57.0,55.0,0.5,1,0.422,0.544,0.034,15.170437051470174,0.623,22.320493557319537,22.27707153912607
0.036,8.835355971121604,3.713572066704308,94.87567567567568,9.237858258012922,23.876610790497764,0.065,4.430816798843313,5.602118820879701,0.07881118042428978,0.0,0.13811071861565868,50.0,48.0,0.6,1,0.421,0.549,0.03,16.720225897531126,0.49,18.675322970077882,20.232242842110587
0.029,6.263398262591624,3.6375861597263857,94.87567567567568,11.254644782971518,20.722370776499293,0.08,4.532599493153256,4.204692619390966,0.0639133257436528,0.0,0.1097508639591192,61.0,58.0,0.1,1,0.351,0.614,0.035,13.604914210233325,0.769,15.86963441986494,16.5563506464056
0.024,12.189933100947025,2.1972245773362196,94.87567567567568,11.185129480581873,25.815899966213777,0.048,4.624972813284271,6.568077911411976,0.020782539182528505,0.2,0.11600367575630613,72.0,68.0,0.5,1,0.318,0.628,0.054,18.13953622836402,0.431,23.216801813515083,21.944095758633754
0.037,8.412721169819527,4.912654885736052,94.87567567567568,11.254644782971518,23.458872593312076,0.034,6.675823221634848,6.20050917404269,0.07696104113612832,0.0,0.13811071861565868,52.0,49.0,0.3,1,0.397,0.572,0.03,13.39699972320462,0.39,22.320493557319537,22.27707153912607
0.039,6.028278520230698,4.442651256490317,94.87567567567568,6.519147287940395,21.045486139076413,0.034,2.302585092994046,5.37989735354046,0.04114194333117518,0.0,0.13811071861565868,63.0,58.0,0.0,1,0.43,0.549,0.02,15.498601081748243,0.199,17.6441519761925,22.27707153912607
0.036,8.759511722116489,2.9444389791664403,94.87567567567568,10.357202996593003,24.003098302633695,0.043,2.70805020110221,5.293304824724492,0.055434706888100586,0.0,0.07696104113612832,61.0,59.0,0.0,1,0.453,0.515,0.032,18.22977675522478,0.165,20.89216437425282,18.86536657162407
0.033,7.356918242356021,4.060443010546419,94.87567567567568,7.53955882930103,23.47599553183456,0.027,5.648974238161206,6.192362489474872,0.044973365642731154,0.1,0.13811071861565868,62.0,60.0,0.9,1,0.389,0.556,0.055,14.209472423408966,0.849,22.320493557319537,22.27707153912607
0.044,6.021023349349527,3.332204510175204,94.87567567567568,11.254644782971518,20.688437618806574,0.041,3.258096538021482,5.932245187448011,0.05259245011917058,0.1,0.23901690047049992,59.0,56.0,0.7,1,0.46,0.514,0.025,14.271659274639354,0.548,18.197537205138154,15.894952224644102
0.033,9.051344640485725,2.639057329615259,94.87567567567568,9.100413892597578,24.074152476866804,0.056,4.248495242049359,5.41610040220442,0.054488185284069734,0.0,0.13811071861565868,61.0,59.0,0.5,1,0.394,0.571,0.035,16.95578204021577,0.494,20.69280663049263,20.58400377076233
0.039,7.102499355774649,3.713572066704308,94.87567567567568,11.254644782971518,22.230853652541928,0.06,3.295836866004329,6.0330862217988015,0.07417939817425151,0.0,0.13811071861565868,55.0,54.0,0.3,1,0.432,0.536,0.032,16.14907858427471,0.34,14.690979711984754,17.216707972959764
0.039,5.429345628954441,5.560681631015528,94.87567567567568,11.254644782971518,20.552348156472622,0.06,3.5553480614894135,5.342334251964811,0.08525984395082342,0.0,0.13811071861565868,55.0,52.0,0.3,1,0.423,0.548,0.029,14.232193180507933,0.435,17.458346099754813,17.64632352965885
0.038,9.234349824436535,3.4339872044851463,94.87567567567568,9.787346917401315,24.1398603978851,0.042,3.5263605246161616,6.035481432524756,0.054488185284069734,0.1,0.1310282624064041,59.0,56.0,0.4,1,0.426,0.547,0.026,17.473241855982693,0.228,21.058308481473336,19.39900687050537
0.028,2.9444389791664403,3.713572066704308,94.87567567567568,11.254644782971518,21.21225533478663,0.089,4.304065093204169,5.783825182329737,0.07881118042428978,0.0,0.1501426584297195,46.0,46.0,0.3,1,0.385,0.571,0.044,14.494660228880365,0.238,17.216707972959764,19.328939308161516
0.038,6.3578422665081,3.4657359027997265,94.87567567567568,11.254644782971518,20.56079450631579,0.118,3.332204510175204,5.0689042022202315,0.06485097231961631,0.0,0.13453089295760615,59.0,57.0,0.2,1,0.434,0.535,0.031,15.116441728543267,0.471,18.878105597320356,17.87595358575207
0.022,11.008628483166937,3.7135578697211664,94.87567567567568,9.78352088448894,25.257666952053228,0.022,5.765191102784844,5.713958861886928,0.01587334915629015,0.1,0.058268908123975775,76.0,73.0,1.3,1,0.297,0.658,0.044,15.586523975010808,0.773,18.410630418199872,21.015188904402272
0.036,7.573017256052546,2.0794415416798357,94.87567567567568,11.254644782971518,22.965357840385774,0.043,3.044522437723423,5.476463551931511,0.045928931888399804,0.0,0.37156355643248307,64.0,61.0,0.2,1,0.44,0.531,0.029,16.807575414758983,0.307,20.245230037616313,18.778355195217188
0.042,7.052721049232323,3.6888794541139363,94.87567567567568,11.254644782971518,22.17646382162726,0.084,3.258096538021482,5.680172609017068,0.0573250666192694,0.0,0.22554067591393126,52.0,52.0,0.1,1,0.46,0.509,0.03,16.46439147772817,0.153,17.57671069691365,18.26985786584569
0.048,6.38856140554563,3.258096538021482,94.87567567567568,11.254644782971518,22.890911386794336,0.067,3.828641396489095,5.602118820879701,0.08434114843375087,0.0,0.13811071861565868,53.0,53.0,0.3,1,0.465,0.505,0.03,16.391042186699654,0.344,19.47150237228063,19.24485619130468
0.036,7.611842399580417,2.995732273553991,94.87567567567568,11.254644782971518,22.05569539808523,0.043,3.8501476017100584,6.546785410760524,0.06952606264861023,0.0,0.18481843699254183,62.0,59.0,0.6,1,0.409,0.559,0.031,15.04599928724563,0.553,22.320493557319537,22.27707153912607
0.013,8.282483003730562,1.9459101490553132,94.87567567567568,11.254644782971518,22.989298671588692,0.046,5.8944028342648505,5.087596335232384,0.013902905168991422,0.2,0.10885440491208209,76.0,69.0,0.8,1,0.224,0.704,0.072,14.053397686624605,0.41,21.323749333191483,20.007873049484136
0.021,10.818477438677235,2.5649493574615367,94.87567567567568,9.611395771595648,25.21058637216813,0.054,5.056245805348308,5.883322388488279,0.030529205034822874,0.3,0.13811071861565868,71.0,68.0,0.7,1,0.289,0.66,0.05,17.248050005277154,0.567,22.907630298665573,21.37036907952851
0.042,7.75833346749091,3.295836866004329,94.87567567567568,9.13399913871946,23.014891434057507,0.055,3.2188758248682006,5.442417710521793,0.07510747248680541,0.0,0.16805358499624973,50.0,47.0,0.2,1,0.452,0.516,0.032,16.940626145246892,0.305,19.176802728368536,19.275096076363752
0.028,8.183118079394745,4.204692619390966,94.87567567567568,7.283448228756631,22.862527894177052,0.069,5.662960480135946,5.8289456176102075,0.04018178963283183,0.1,0.128393214768399,63.0,57.0,0.5,1,0.387,0.579,0.034,14.562573790474252,0.396,19.997595466747022,18.5517090151307
0.05,6.822197390620491,2.995732273553991,94.87567567567568,11.254644782971518,22.410287643725525,0.071,3.295836866004329,5.602118820879701,0.06952606264861023,0.0,0.13811071861565868,56.0,56.0,0.1,1,0.496,0.479,0.026,16.505932693695772,0.172,18.26985786584569,18.400478046838927
0.042,11.436281973409896,3.258096538021482,94.87567567567568,11.619319446418272,26.061115043795542,0.065,4.48863636973214,6.844815479208263,0.08434114843375087,0.2,0.14410034397375687,51.0,50.0,0.4,1,0.438,0.535,0.027,18.83416746604873,0.417,20.681401633890466,23.121978957125513
0.038,6.298949246855942,2.70805020110221,94.87567567567568,11.254644782971518,22.26529257385274,0.101,3.8712010109078907,5.081404364984463,0.04879016416943201,0.0,0.1527210870176639,61.0,59.0,0.1,1,0.447,0.53,0.023,16.14014692462376,0.22,19.2271566142836,18.799117186521926
0.037,4.442651256490317,4.976733742420574,94.87567567567568,11.254644782971518,19.027534400713506,0.063,4.330733340286331,6.052089168924417,0.04210117601863539,0.2,0.28065745751481647,67.0,64.0,0.3,1,0.416,0.546,0.038,12.03323002136999,0.604,15.856731016694035,12.611541086966115
0.039,8.6020856584342,2.302585092994046,94.87567567567568,8.01862546504575,23.317501109830026,0.049,4.007333185232471,6.502790045915623,0.04974209189481407,0.1,0.13811071861565868,64.0,61.0,0.4,1,0.438,0.531,0.031,16.32012113736754,0.417,20.272280215106296,19.435911427304614
0.018,6.5638555265321274,3.6888794541139363,94.87567567567568,11.254644782971518,20.689928239322192,0.027,5.66988092298052,4.343805421853684,0.011928570865273802,0.4,0.11154137473290741,79.0,68.0,1.0,1,0.229,0.696,0.075,11.373169022579944,0.518,17.6441519761925,15.76142084987672
0.04,6.499787040655854,2.8903717578961645,94.87567567567568,11.254644782971518,21.64180221227481,0.142,4.174387269895637,5.991464547107982,0.11332868530700317,0.0,0.21913552991667093,44.0,44.0,0.2,1,0.424,0.551,0.025,15.526085278749527,0.376,17.341871111992198,16.993564429978885
0.046,6.413458957167357,3.7135578697211664,94.87567567567568,11.254644782971518,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.09712671073072274,0.0,0.13811071861565868,55.0,52.0,0.1,1,0.478,0.493,0.029,16.02819938941524,0.364,22.320493557319537,22.27707153912607
0.022,13.049844296140819,3.1354942159291497,94.87567567567568,11.896615201200552,26.333256728857204,0.08,6.082218910376446,5.303304908059076,0.044973365642731154,0.1,0.1406311297397456,54.0,51.0,0.9,1,0.3,0.65,0.049,17.7187199775997,0.612,22.94007515302801,22.65551162395249
0.038,11.865749759016373,3.7135578697211664,94.87567567567568,11.254644782971518,23.51948763584949,0.02,3.5553480614894135,5.713958861886928,0.07325046173959267,0.23974713551955748,0.13811071861565868,53.0,51.0,0.5781237682301931,1,0.434,0.533,0.033,16.02580348237314,0.176,22.320493557319537,22.27707153912607
0.036,9.440658127038393,3.6888794541139363,94.87567567567568,9.651172623921639,24.713774450286458,0.075,4.77912349311153,5.198497031265826,0.05638033343610764,0.23974713551955748,0.13811071861565868,63.0,59.0,0.3,1,0.426,0.543,0.031,17.343048800562986,0.329,19.617628936362486,20.895537058728614
0.031,6.9975959829819265,4.110873864173311,94.87567567567568,11.254644782971518,21.82844673200639,0.082,5.3706380281276624,4.653960350157523,0.07138999608667294,0.1,0.13802129789737466,47.0,48.0,0.5,1,0.399,0.568,0.033,13.95868406563152,0.217,17.073607134447293,17.893048018819147
0.041,8.785539527561276,3.295836866004329,94.87567567567568,9.84808054526439,23.75412806984102,0.054,3.295836866004329,5.153291594497779,0.045928931888399804,0.0,0.13976194237515868,58.0,56.0,0.3,1,0.448,0.522,0.031,17.56156849099463,0.268,20.98023093750953,20.430236159508517
0.038,7.284134806195205,4.143134726391533,94.87567567567568,7.849323818040561,21.87491846940549,0.065,3.5553480614894135,5.602118820879701,0.06203539091945264,0.0,0.13811071861565868,56.0,54.0,0.3,1,0.423,0.549,0.028,15.605183184583504,0.366,17.599700214609808,18.035018277846262
0.018,10.127190947108852,2.4849066497880004,94.87567567567568,9.151439264056021,24.526736266776524,0.056,5.5093883366279774,5.43372200355424,0.0168571170664229,0.3,0.13811071861565868,76.0,72.0,0.8,1,0.241,0.69,0.069,16.1504564462783,0.656,22.086547424013048,20.13447867351251
0.046,8.058960017769417,3.258096538021482,94.87567567567568,11.254644782971518,23.37925239572103,0.088,3.6888794541139363,5.407171771460119,0.055434706888100586,0.1,0.1864795669426183,56.0,55.0,0.3,1,0.491,0.484,0.025,17.2743099587627,0.139,20.09964472090075,19.56808319996451
0.043,7.520776415062797,2.9444389791664403,94.87567567567568,8.941414628006845,23.4070774492755,0.066,4.3694478524670215,5.214935757608986,0.06485097231961631,0.1,0.17479329037316305,52.0,51.0,0.3,1,0.47,0.504,0.027,16.337755380807593,0.379,18.812722838485147,18.488339401771974
0.032,9.00565049932022,4.584967478670572,94.87567567567568,9.068661593644245,22.208432843384703,0.06416951983298538,6.687603594123967,5.54907608489522,0.05638033343610764,0.1,0.13811071861565868,49.0,49.0,0.1,1,0.416,0.545,0.039,16.36370823233949,0.336,19.499090328704316,22.27707153912607
0.041,8.275885669474356,2.302585092994046,94.87567567567568,11.254644782971518,23.044725149634935,0.097,3.58351893845611,5.62040086571715,0.0760346862759976,0.0,0.13889199886661863,60.0,57.0,0.3,1,0.492,0.487,0.021,17.1125392320017,0.239,17.57671069691365,17.87595358575207
0.014,8.622813673279921,2.8903717578961645,94.87567567567568,8.008032846969307,23.179605020993925,0.038,5.0106352940962555,6.366470447731438,0.017839918128331,0.1,0.15700374880966475,77.0,71.0,0.5,1,0.208,0.681,0.111,14.906590885830292,0.64,19.747755748064804,19.763545549755886
0.017,10.729919220241946,2.3978952727983707,94.87567567567568,9.497247143960212,24.612071042413707,0.044,5.488937726156687,5.932245187448011,0.036331929247390274,0.2,0.1806534996932576,73.0,67.0,0.7,1,0.237,0.701,0.062,15.986094629575279,0.53,19.760931169188652,19.93800336967164
0.022,10.745830299457927,4.304065093204169,94.87567567567568,10.235449633679455,25.09970628135978,0.035,2.995732273553991,5.713732805509369,0.04210117601863539,0.0,0.15186234930924608,69.0,68.0,0.3,1,0.327,0.628,0.045,18.812519892218642,0.29,18.132998684833918,20.415381058537655
0.021,6.0473721790462776,3.8501476017100584,94.87567567567568,11.254644782971518,20.952942814872348,0.052,4.564348191467836,5.616771097666572,0.037295784743696894,0.1,0.12927233570413918,66.0,66.0,0.4,1,0.312,0.645,0.043,13.44757242174683,0.332,17.6441519761925,18.005165315142214
0.018,9.267098705794792,4.762173934797756,94.87567567567568,8.172729104865471,23.390014697410372,0.022,6.71174039505618,4.976733742420574,0.007968169649176874,0.5,0.053540766928029816,80.0,76.0,1.0,1,0.275,0.691,0.034,12.868807009281923,0.747,19.30444828825319,19.94456077020347
0.026,8.288031567776464,4.634728988229636,94.87567567567568,8.164794804244766,23.060429062493668,0.055,3.7376696182833684,4.927253685157205,0.04114194333117518,0.0,0.13811071861565868,72.0,67.0,0.3,1,0.332,0.62,0.048,16.450310193593552,0.195,20.970125915659185,19.00846741441004
0.012,15.766471501682911,3.7376696182833684,94.87567567567568,14.567311006734657,29.139937291581763,0.046,5.049856007249537,6.142037405587356,0.01587334915629015,0.2,0.05164323315183845,76.0,73.0,0.5,1,0.187,0.732,0.081,21.00441788587695,0.465,24.510405660250527,24.436520780226058
0.014,8.738575192110787,1.3862943611198906,94.87567567567568,8.00836557031292,23.27265922926587,0.09,5.568344503761097,5.961005339623274,0.0168571170664229,0.1,0.16551443847757338,77.0,70.0,0.6,1,0.174,0.682,0.145,15.293426714243958,0.526,20.040068989219833,19.635593491283995
0.011,10.560333753369742,2.4849066497880004,94.87567567567568,9.556762939450564,26.113613822463215,0.06416951983298538,6.687603594123967,4.394449154672439,0.032286158705474306,0.7,0.04879016416943201,86.0,79.0,1.7,1,0.128,0.747,0.125,15.755374034112569,1.0,23.73072903342552,23.501774501759314
0.022,14.409549856569175,3.4339872044851463,94.87567567567568,13.358157768329201,27.833224601989393,0.039,3.784189633918261,5.605802066295998,0.04879016416943201,0.0,0.12486898204586927,67.0,63.0,0.3,1,0.31,0.641,0.049,20.884246568774493,0.302,23.245949851148687,23.215065343074343
0.021,12.929719932738445,4.356708826689592,94.87567567567568,12.136754721219276,26.95815595550434,0.028,4.127134385045092,5.58724865840025,0.0295588022415444,0.1,0.12751332029895962,72.0,68.0,0.6,1,0.3,0.65,0.049,19.271871687874864,0.483,22.821283764321883,22.89813118845171
0.009,14.003579732180828,3.1354942159291497,94.87567567567568,13.113025918706649,29.209831750041015,0.086,8.089482474360754,5.87493073085203,0.002995508979798479,0.8,0.01882175424058776,86.0,79.0,0.9,1,0.135,0.649,0.216,18.66522596498134,0.889,23.346556668911983,24.3862119090595
0.023,12.347741464312515,3.091042453358316,94.87567567567568,11.156021923476494,25.6169298576781,0.039,5.808142489980444,5.605802066295998,0.02273948696948943,0.1,0.13811071861565868,72.0,62.0,1.0,1,0.245,0.684,0.071,16.56751391039487,0.541,20.950401410326972,21.031485561350493
0.015,11.26551483551302,3.7135578697211664,94.87567567567568,9.911703707307469,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.02566774674857779,0.23974713551955748,0.13811071861565868,72.0,65.0,0.5781237682301931,1,0.235,0.682,0.083,17.003675391075447,0.6,22.320493557319537,22.27707153912607
