Birth Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
0.038,8.952475967933584,3.7135578697211664,94.87567567567568,8.777092882855566,23.07894468114246,0.052,3.5553480614894135,5.713958861886928,0.09349034308733889,0.0,0.13811071861565868,47.0,46.0,0.0,1,0.421,0.55,0.029,16.61402125876554,0.442,17.87595358575207,19.481937249536912
0.03,5.955837369464831,3.7135578697211664,94.87567567567568,11.254644782971518,20.16537907688043,0.054,3.7376696182833684,5.713958861886928,0.07510747248680541,0.0,0.10885440491208209,59.0,56.0,0.0,1,0.407,0.562,0.031,13.505900481201872,0.766,15.967272877502799,16.372737946851277
0.025,11.73968646541856,3.7135578697211664,94.87567567567568,10.72983169480481,25.304471227953627,0.058,4.343805421853684,5.713958861886928,0.03343477608623739,0.0,0.12486898204586927,71.0,66.0,0.0,1,0.348,0.598,0.054,18.0232461547401,0.428,22.138876252643133,20.94480810769493
0.039,8.037866234709618,3.7135578697211664,94.87567567567568,11.254644782971518,21.102482111663853,0.015,3.9318256327243257,5.713958861886928,0.0916671885258238,0.0,0.18813794211539445,49.0,47.0,0.0,1,0.423,0.541,0.036,13.189260988699248,0.388,16.454567959008102,17.216707972959764
0.04,6.448889394146858,3.7135578697211664,94.87567567567568,6.610696044717759,20.438736781840355,0.039,2.0794415416798357,5.713958861886928,0.054488185284069734,0.0,0.13811071861565868,59.0,54.0,0.5781237682301931,1,0.462,0.519,0.019,15.226890137521602,0.178,18.119575664681957,22.27707153912607
0.043,8.368693183097793,3.7135578697211664,94.87567567567568,10.17244541598963,22.81271913321175,0.047,1.9459101490553132,5.713958861886928,0.08342160813907239,0.0,0.10345870836822998,54.0,52.0,0.0,1,0.466,0.504,0.031,18.0343837530579,0.149,19.20000562534052,17.72753358339242
0.034,7.48605261786314,3.7135578697211664,94.87567567567568,7.365180126021013,22.27355850495802,0.033,4.836281906951478,5.713958861886928,0.053540766928029816,0.0,0.18813794211539445,61.0,58.0,0.1,1,0.404,0.538,0.058,14.0428851458063,0.809,17.6441519761925,19.360688006350088
0.045,5.645446897643238,3.7135578697211664,94.87567567567568,11.254644782971518,20.348442386327942,0.046,3.258096538021482,5.713958861886928,0.06015392281974709,0.0,0.2151113796169455,57.0,54.0,0.0,1,0.459,0.515,0.027,14.051919335828508,0.488,22.320493557319537,22.27707153912607
0.034,8.842315546841863,3.7135578697211664,94.87567567567568,8.992930352509733,22.393774706398098,0.056,2.772588722239781,5.713958861886928,0.061095099359810875,0.0,0.13811071861565868,58.0,56.0,0.0,1,0.412,0.557,0.031,16.775273263660054,0.446,19.739766358052602,18.92145603792546
0.042,7.1693500166706,3.7135578697211664,94.87567567567568,11.254644782971518,21.764758329028915,0.059,2.995732273553991,5.713958861886928,0.09440067542148431,0.0,0.13811071861565868,51.0,51.0,0.0,1,0.44,0.526,0.034,16.00103967592929,0.314,15.919644834185693,17.073607134447293
0.041,5.017279836814924,3.7135578697211664,94.87567567567568,11.254644782971518,19.76685703201198,0.05,2.772588722239781,5.713958861886928,0.10074990310014305,0.0,0.13811071861565868,53.0,51.0,0.5781237682301931,1,0.434,0.535,0.031,14.079219302828193,0.375,14.80876270134486,15.520258832020865
0.039,9.145268375232467,3.7135578697211664,94.87567567567568,9.565213693968287,23.287137053730795,0.046,2.995732273553991,5.713958861886928,0.0657877405380031,0.0,0.1798184265758361,54.0,52.0,0.0,1,0.438,0.534,0.028,17.285187185897197,0.202,20.09964472090075,19.024996716270177
0.031,11.865749759016373,3.7135578697211664,94.87567567567568,11.254644782971518,20.375735997348453,0.075,3.367295829986474,5.713958861886928,0.07881118042428978,0.0,0.15357908792830063,46.0,45.0,0.0,1,0.41,0.545,0.046,14.44225134065723,0.201,16.588099342704055,18.927498352344912
0.042,6.220590170099739,3.7135578697211664,94.87567567567568,11.254644782971518,20.05967746056976,0.064,2.4849066497880004,5.713958861886928,0.10616019582839063,0.0,0.19967019512856762,53.0,52.0,0.0,1,0.432,0.537,0.031,14.913713096029404,0.447,22.320493557319537,22.27707153912607
0.022,10.781058245898533,3.7135578697211664,94.87567567567568,9.702716852073644,24.070370287946695,0.041,5.568344503761097,5.713958861886928,0.023716526617316044,0.0,0.06765864847381481,74.0,71.0,0.0,1,0.326,0.634,0.04,15.475390222326535,0.764,18.31532023940565,20.164649551092324
0.04,7.463363045520021,3.7135578697211664,94.87567567567568,11.254644782971518,22.233894004716003,0.05,2.70805020110221,5.713958861886928,0.06485097231961631,0.0,0.22554067591393126,60.0,58.0,0.0,1,0.455,0.516,0.03,16.602727267605033,0.274,18.819456870621142,19.00289636939162
0.045,6.810142450115136,3.7135578697211664,94.87567567567568,11.254644782971518,21.26355437680362,0.051,2.1972245773362196,5.713958861886928,0.0925791812930932,0.0,0.4180126979162183,46.0,46.0,0.0,1,0.46,0.51,0.03,16.26851081958595,0.147,17.50439003707821,17.76675429577647
0.048,6.304448802421981,3.7135578697211664,94.87567567567568,11.254644782971518,21.690150464525868,0.064,2.9444389791664403,5.713958861886928,0.10705907229340778,0.0,0.13811071861565868,49.0,50.0,0.0,1,0.461,0.505,0.034,16.172846017778898,0.291,18.326370075470134,17.989897843244528
0.038,7.2078598714324755,3.7135578697211664,94.87567567567568,11.254644782971518,20.98219098674026,0.048,2.995732273553991,5.713958861886928,0.07325046173959267,0.0,0.20294084399669032,61.0,58.0,0.0,1,0.426,0.543,0.032,14.842055253028356,0.5,22.320493557319537,22.27707153912607
0.016,7.995643604287271,3.7135578697211664,94.87567567567568,11.254644782971518,22.235431479936633,0.038,4.997212273764115,5.713958861886928,0.014888612493750654,0.1,0.1914464645709552,75.0,68.0,0.2,1,0.255,0.683,0.063,13.997733776589856,0.425,20.524814899442084,19.190788970278067
0.021,10.537839686585567,3.7135578697211664,94.87567567567568,9.29605924737872,24.353580223034356,0.044,4.07753744390572,5.713958861886928,0.04018178963283183,0.0,0.12486898204586927,70.0,67.0,0.2,1,0.333,0.619,0.048,17.18353567368139,0.537,21.810480080999305,20.193936743313653
0.045,7.3658128372094716,3.7135578697211664,94.87567567567568,8.92903790648844,22.128148740129763,0.056,2.5649493574615367,5.713958861886928,0.10345870836822998,0.0,0.2045721657287744,49.0,46.0,0.0,1,0.44,0.529,0.032,16.748607564709243,0.293,17.974393656948944,18.6983124881264
0.031,7.609862200913554,3.7135578697211664,94.87567567567568,7.028201432058005,21.989309258263084,0.062,4.736198448394496,5.713958861886928,0.04783732941416013,0.0,0.13540463700620295,56.0,52.0,0.1,1,0.403,0.564,0.033,14.473695106860847,0.329,19.39145966489847,18.078190449090098
0.053,6.633318433280377,3.7135578697211664,94.87567567567568,11.254644782971518,21.388696204465603,0.074,2.5649493574615367,5.713958861886928,0.09349034308733889,0.0,0.13811071861565868,51.0,51.0,0.0,1,0.481,0.494,0.025,16.248811145159603,0.163,17.216707972959764,17.312018149733785
0.043,11.33082788309202,3.7135578697211664,94.87567567567568,11.4577720985022,24.51058724566636,0.048,2.9444389791664403,5.713958861886928,0.10436001532424277,0.0,0.21026092548319608,47.0,46.0,0.0,1,0.435,0.538,0.028,18.651832091114752,0.357,18.939474543319914,20.570114658617737
0.04,6.536691597591305,3.7135578697211664,94.87567567567568,11.254644782971518,21.23889100067166,0.044,2.1972245773362196,5.713958861886928,0.09621885774054292,0.0,0.1595645696713384,50.0,48.0,0.0,1,0.464,0.507,0.029,15.985706919533474,0.158,17.182806422433504,17.312018149733785
0.037,3.9512437185814275,3.7135578697211664,94.87567567567568,11.254644782971518,18.15349966925842,0.103,3.970291913552122,5.713958861886928,0.054488185284069734,0.1,0.31481073984003355,65.0,62.0,0.5781237682301931,1,0.434,0.526,0.04,11.862060051734975,0.544,15.64006001130563,14.508658238524095
0.04,8.37378460812088,3.7135578697211664,94.87567567567568,7.860570785538664,22.307919545260763,0.05,3.2188758248682006,5.713958861886928,0.06485097231961631,0.0,0.13811071861565868,60.0,57.0,0.0,1,0.449,0.519,0.032,16.129937162698088,0.405,18.980296537602072,18.53400943818794
0.018,6.466144724237619,3.7135578697211664,94.87567567567568,11.254644782971518,20.242700229061132,0.047,5.877735781779639,5.713958861886928,0.011928570865273802,0.1,0.10074990310014305,71.15926791277259,66.46183800623054,0.5,1,0.275,0.645,0.08,11.304707471280098,0.503,19.213673264006914,17.529082649058825
0.044,6.343880434126331,3.7135578697211664,94.87567567567568,11.254644782971518,20.799743788265292,0.16,3.713572066704308,5.713958861886928,0.1301506844650451,0.0,0.21752781252857406,40.0,38.0,0.0,1,0.429,0.547,0.024,15.273117630992687,0.359,16.454567959008102,17.553180200057167
0.048,6.220590170099739,3.7135578697211664,94.87567567567568,11.254644782971518,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.09984533496971613,0.0,0.13811071861565868,53.0,50.0,0.0,1,0.473,0.497,0.029,15.844877273149278,0.336,22.320493557319537,22.27707153912607
0.024,12.80145263029262,3.7135578697211664,94.87567567567568,11.629819216441728,25.49800145550207,0.086,5.4116460518550396,5.713958861886928,0.05164323315183845,0.1,0.12927233570413918,57.0,53.0,0.2,1,0.325,0.64,0.036,17.620165233423787,0.574,21.90376528539383,21.58446660292526
0.042,11.865749759016373,3.7135578697211664,94.87567567567568,11.254644782971518,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.09984533496971613,0.23974713551955748,0.13811071861565868,51.0,48.0,0.5781237682301931,1,0.446,0.523,0.031,15.750570050995316,0.166,22.320493557319537,22.27707153912607
0.039,8.759511722116489,3.7135578697211664,94.87567567567568,9.546026585476431,23.302184290376722,0.035,2.833213344056216,5.713958861886928,0.06485097231961631,0.0,0.13811071861565868,60.0,57.0,0.0,1,0.436,0.534,0.03,17.16312469196277,0.325,14.914123179965662,18.119575664681957
0.032,7.0431599159883405,3.7135578697211664,94.87567567567568,11.254644782971518,21.022871774718798,0.052,4.189654742026425,5.713958861886928,0.07788653865707122,0.0,0.12486898204586927,48.0,47.0,0.1,1,0.44,0.53,0.03,13.887609799683496,0.226,16.951004817371683,17.249497794707484
0.042,8.048468743668883,3.7135578697211664,94.87567567567568,9.561278894062978,23.063489719338808,0.035,2.4849066497880004,5.713958861886928,0.07325046173959267,0.0,0.1831545430978465,51.0,50.0,0.0,1,0.447,0.524,0.029,17.367865544670927,0.227,20.254860930661817,19.709913394983946
0.039,7.0587581525186645,3.7135578697211664,94.87567567567568,7.653020413804189,21.010194365805518,0.052,2.70805020110221,5.713958861886928,0.07232066157962612,0.0,0.13811071861565868,54.0,53.0,0.0,1,0.439,0.532,0.028,15.423392460442532,0.334,16.454567959008102,16.811242881518265
0.017,9.943621310275773,3.7135578697211664,94.87567567567568,8.950532836290382,23.817308391950494,0.053,4.812184355372417,5.713958861886928,0.023716526617316044,0.0,0.13811071861565868,75.0,71.0,0.0,1,0.289,0.649,0.062,16.0849111869414,0.638,21.446457139339934,19.590062106614273
0.048,7.3914152346753585,3.7135578697211664,94.87567567567568,11.254644782971518,22.488082880752103,0.072,2.8903717578961645,5.713958861886928,0.08157998699242287,0.0,0.2045721657287744,49.0,49.0,0.0,1,0.493,0.48,0.027,17.037901557360946,0.122,19.046619180166456,22.27707153912607
0.045,7.553810852008231,3.7135578697211664,94.87567567567568,8.768885326134864,22.019039775115417,0.06,3.091042453358316,5.713958861886928,0.09075436326846414,0.0,0.3798053613275868,43.0,42.0,0.0,1,0.459,0.514,0.027,16.15366914416049,0.35,18.197537205138154,18.440483381052466
0.032,9.438590860658538,3.7135578697211664,94.87567567567568,9.17895289873455,22.63685713203644,0.06416951983298538,6.687603594123967,5.713958861886928,0.058268908123975775,0.0,0.32208349916911333,43.0,43.0,0.0,1,0.419,0.547,0.034,16.34815634359441,0.342,18.20995972498239,22.27707153912607
0.049,6.470799503782602,3.7135578697211664,94.87567567567568,11.254644782971518,21.62410432181072,0.06416951983298538,6.687603594123967,5.713958861886928,0.0889262091944015,0.0,0.13811071861565868,56.0,54.0,0.5781237682301931,1,0.495,0.484,0.02,16.87645845149767,0.216,22.320493557319537,22.27707153912607
0.013,8.172729104865471,3.7135578697211664,94.87567567567568,7.604396348796338,21.47395898229429,0.059,3.7376696182833684,5.713958861886928,0.0246926125903715,0.0,0.23665190133900202,75.0,68.0,0.0,1,0.25,0.646,0.104,14.933912728749306,0.644,18.20995972498239,17.893048018819147
0.014,10.267157970987247,3.7135578697211664,94.87567567567568,9.345395602969047,22.465067654156236,0.045,3.4657359027997265,5.713958861886928,0.055434706888100586,0.0,0.1798184265758361,70.0,64.0,0.1,1,0.301,0.641,0.058,15.908756503906819,0.516,17.858561843342684,18.594634059479166
0.026,10.387702224875827,3.7135578697211664,94.87567567567568,9.914625296946584,24.573154742388965,0.03,2.3978952727983707,5.713958861886928,0.06015392281974709,0.0,0.1466943791508035,66.0,66.0,0.0,1,0.364,0.595,0.041,18.718779652288305,0.241,17.6867115897055,19.647393038180343
0.027,5.966146739123692,3.7135578697211664,94.87567567567568,11.254644782971518,19.981685894141357,0.062,3.9512437185814275,5.713958861886928,0.054488185284069734,0.0,0.1466943791508035,61.0,61.0,0.5781237682301931,1,0.393,0.568,0.039,13.272314967667747,0.265,16.012735246411598,22.27707153912607
0.022,8.731981938347694,3.7135578697211664,94.87567567567568,7.700295203420117,22.446227163048146,0.032,6.26530121273771,5.713958861886928,0.007968169649176874,0.1,0.053540766928029816,78.0,74.0,0.4,1,0.301,0.671,0.028,12.734094561874418,0.717,18.858935681335133,19.93800336967164
0.027,7.720017940432244,3.7135578697211664,94.87567567567568,8.14060704285845,22.10450076795759,0.062,3.044522437723423,5.713958861886928,0.07325046173959267,0.0,0.13811071861565868,66.0,60.0,0.0,1,0.397,0.564,0.039,16.339043754038762,0.187,19.876967479223293,17.893048018819147
0.013,15.064714916396754,3.7135578697211664,94.87567567567568,13.986769482193473,27.912287835707225,0.046,3.8712010109078907,5.713958861886928,0.027615167032973367,0.0,0.0573250666192694,74.0,71.0,0.1,1,0.246,0.683,0.07,20.963738371168652,0.371,23.66802055578815,23.43078256250918
0.012,8.235095497258357,3.7135578697211664,94.87567567567568,7.852050207265889,21.892488122981643,0.078,4.007333185232471,5.713958861886928,0.028587456851912555,0.0,0.20130685670503531,76.0,68.0,0.1,1,0.212,0.659,0.129,15.294019631049334,0.524,18.72816545105327,18.72816545105327
0.007,10.544630659849277,3.7135578697211664,94.87567567567568,9.557187177595935,25.855547754311864,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.4,0.04974209189481407,85.0,78.0,0.8,1,0.167,0.72,0.112,15.719750287212173,1.0,22.79303575905573,23.234246258986946
0.025,14.00103032834992,3.7135578697211664,94.87567567567568,13.04872114293182,26.925708908529387,0.045,3.091042453358316,5.713958861886928,0.06203539091945264,0.0,0.11422114409002286,64.0,61.0,0.0,1,0.338,0.617,0.044,20.78106377474731,0.279,21.929835267418834,22.197342111678825
0.021,12.59441872227536,3.7135578697211664,94.87567567567568,11.976433040472262,25.801229180569376,0.022,2.8903717578961645,5.713958861886928,0.03825871211709034,0.0,0.1697427745870945,70.0,66.0,0.0,1,0.304,0.649,0.047,19.171957068152704,0.428,22.386623591559445,21.948804419480506
0.009,13.999719499193816,3.7135578697211664,94.87567567567568,13.14371774131075,29.056502516099897,0.078,7.845807502637805,5.713958861886928,0.002995508979798479,0.4,0.019802627296179712,85.0,78.0,0.6,1,0.144,0.679,0.177,18.660870192939562,0.8,22.47246569192958,24.293530659752253
0.015,11.904352498774465,3.7135578697211664,94.87567567567568,10.448540674851346,23.821224731531263,0.035,3.9889840465642745,5.713958861886928,0.035367143837291316,0.0,0.13811071861565868,71.0,61.0,0.0,1,0.271,0.661,0.069,16.51407161251815,0.555,20.034110679648034,20.45014391714002
0.017,11.28321036827298,3.7135578697211664,94.87567567567568,9.921818509220852,26.29866191722371,0.06416951983298538,6.687603594123967,5.713958861886928,0.03825871211709034,0.23974713551955748,0.13811071861565868,70.0,62.0,0.5781237682301931,1,0.258,0.68,0.062,16.952892122165444,0.595,22.320493557319537,22.27707153912607
0.012,13.017436101218061,3.7135578697211664,94.87567567567568,12.160274750056129,27.001884815181096,0.05,6.270988431858299,5.713958861886928,0.005982071677547464,0.6,0.07417939817425151,80.0,73.0,0.6,1,0.206,0.717,0.077,17.673232867091194,0.799,22.792530772300964,22.845407608278048
0.02,8.238008249218403,3.7135578697211664,94.87567567567568,7.674152921281675,21.145334671777178,0.048,2.772588722239781,5.713958861886928,0.039220713153281295,0.0,0.316998126785834,73.0,65.0,0.0,1,0.342,0.602,0.055,15.413907947501754,0.353,17.281246492014,16.860033043306743
0.03,6.805722553416985,3.7135578697211664,94.87567567567568,11.254644782971518,21.2934648863681,0.041,2.639057329615259,5.713958861886928,0.07696104113612832,0.0,0.23269776411902143,64.0,61.0,0.0,1,0.43,0.533,0.036,15.514820252525837,0.23,18.497641794347754,15.201805169084134
0.008,7.431299675155903,3.7135578697211664,94.87567567567568,11.254644782971518,22.597261220702915,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.2,0.07696104113612832,80.0,76.0,0.4,1,0.219,0.708,0.074,12.99015910376771,1.0,22.043687454182617,22.27707153912607
0.022,11.825675689244793,3.7135578697211664,94.87567567567568,10.804786466591047,25.25353948083814,0.033,4.875197323201151,5.713958861886928,0.007968169649176874,0.3,0.06859279146561172,75.0,71.0,0.3,1,0.327,0.634,0.039,16.990465550202483,0.629,22.754960420259625,21.94439070038481
0.023,6.3578422665081,3.7135578697211664,94.87567567567568,11.254644782971518,20.503171146877676,0.053,5.0369526024136295,5.713958861886928,0.03149866705937099,0.0,0.12221763272424921,72.0,70.0,0.1,1,0.399,0.561,0.039,12.534750297435474,0.289,19.60547073191963,17.893048018819147
0.019,8.972717499397138,3.7135578697211664,94.87567567567568,7.789868559054706,20.96070505573613,0.046,3.2188758248682006,5.713958861886928,0.045928931888399804,0.0,0.3177261938001576,67.0,60.0,0.1,1,0.336,0.627,0.037,14.699141725198139,0.582,17.707330876483063,17.893048018819147
0.02,9.073947747070628,3.7135578697211664,94.87567567567568,9.43731656931057,26.29866191722371,0.021,1.0986122886681096,5.713958861886928,0.055434706888100586,0.0,0.13976194237515868,64.0,60.0,0.0,1,0.301,0.651,0.048,17.705169419812787,0.273,18.6983124881264,17.281246492014
0.032,8.14757773620177,3.7135578697211664,94.87567567567568,9.033125752550372,22.516201485038174,0.053,2.639057329615259,5.713958861886928,0.055434706888100586,0.0,0.07417939817425151,64.0,62.0,0.0,1,0.403,0.559,0.039,16.97909013995779,0.14,19.067783991246507,18.667540829696392
0.03,11.592512684309318,3.7135578697211664,94.87567567567568,11.083556932780505,25.004224658588793,0.028,2.639057329615259,5.713958861886928,0.08250122151174369,0.0,0.13811071861565868,65.0,63.0,0.0,1,0.409,0.552,0.04,18.804970440527097,0.334,20.094031984006293,20.13447867351251
0.029,11.171181356419915,3.7135578697211664,94.87567567567568,10.550669325542444,25.057440599057582,0.03,3.4011973816621555,5.713958861886928,0.0295588022415444,0.0,0.11689375147149933,70.0,64.0,0.2,1,0.382,0.585,0.033,18.188720401211352,0.477,21.421897948234193,21.374548813929035
0.012,10.810576073645484,3.7135578697211664,94.87567567567568,9.963170554697301,25.21510031643805,0.024,6.267200548541362,5.713958861886928,0.002995508979798479,0.4,0.054488185284069734,80.0,76.0,0.7,1,0.211,0.714,0.075,15.235723378950235,1.0,22.25819569742092,22.610335486130307
0.018,9.234740258799718,3.7135578697211664,94.87567567567568,8.993551586299981,23.47986645354413,0.037,3.4657359027997265,5.713958861886928,0.012916225266546328,0.0,0.17730901497041035,76.0,68.0,0.0,1,0.265,0.672,0.064,16.749207893798708,0.184,19.664835340792976,19.811962649070857
0.03,7.737616282857904,3.7135578697211664,94.87567567567568,7.660585461703256,20.80094329454312,0.046,2.1972245773362196,5.713958861886928,0.06765864847381481,0.0,0.1914464645709552,68.0,60.0,0.0,1,0.421,0.543,0.036,15.654366853712562,0.265,22.320493557319537,22.27707153912607
0.014,12.216681175564313,3.7135578697211664,94.87567567567568,11.217023031071593,25.472851513356954,0.033,4.127134385045092,5.713958861886928,0.017839918128331,0.1,0.07045846364856141,75.0,67.0,0.1,1,0.238,0.694,0.068,17.9597410488659,0.326,22.96163235772044,21.927438621574954
0.041,11.865749759016373,3.7135578697211664,94.87567567567568,11.254644782971518,19.878597851072428,0.062,3.044522437723423,5.713958861886928,0.07696104113612832,0.23974713551955748,0.13811071861565868,62.0,59.0,0.5781237682301931,1,0.5,0.475,0.024,13.677803602656091,0.246,22.320493557319537,22.27707153912607
0.023,10.578241611979182,3.7135578697211664,94.87567567567568,9.626019802491319,21.9859146278494,0.038,4.07753744390572,5.713958861886928,0.06297479916138844,0.0,0.13811071861565868,68.0,60.0,0.0,1,0.356,0.6,0.044,15.331025188406512,0.461,22.320493557319537,22.27707153912607
0.021,11.712095944762291,3.7135578697211664,94.87567567567568,10.840972100417284,23.156997731022628,0.053,3.2188758248682006,5.713958861886928,0.050693114315518116,0.0,0.13811071861565868,70.0,64.0,0.0,1,0.365,0.591,0.044,17.032963410887945,0.373,18.09217669086922,22.27707153912607
0.017,11.02093795121555,3.7135578697211664,94.87567567567568,10.330290057291649,24.286903707906657,0.056,3.1354942159291497,5.713958861886928,0.02566774674857779,0.0,0.08984070399978947,79.0,69.0,0.0,1,0.307,0.628,0.065,18.180149410006166,0.249,22.320493557319537,22.27707153912607
0.018,8.07837810362652,3.7135578697211664,94.87567567567568,7.486613313139955,22.132060225771426,0.06,4.330733340286331,5.713958861886928,0.02176149178151269,0.0,0.1798184265758361,78.0,72.0,0.1,1,0.297,0.632,0.071,14.93526836269936,0.424,19.926977899684246,19.410221941283584
0.012,6.263398262591624,3.7135578697211664,94.87567567567568,11.254644782971518,20.95814841309994,0.056,7.166265974133638,5.713958861886928,0.003992021269537453,0.23974713551955748,0.13811071861565868,71.15926791277259,66.46183800623054,0.4,1,0.3030511272141707,0.6234814814814815,0.07346457326892109,11.127277689932466,0.921,22.320493557319537,22.27707153912607
0.009,11.093112922904789,3.7135578697211664,94.87567567567568,10.314868461073596,25.97908625650853,0.101,7.786136437783072,5.713958861886928,0.004987541511039074,0.4,0.13811071861565868,82.0,76.0,0.8,1,0.168,0.676,0.156,15.900224923841257,0.658,23.16656893696621,22.725826334425278
0.009,10.870414362878757,3.7135578697211664,94.87567567567568,10.118034256624819,23.23731211901676,0.066,4.430816798843313,5.713958861886928,0.009950330853168083,0.0,0.3852624007906449,75.0,63.0,0.0,1,0.179,0.684,0.137,16.110869706591796,0.705,19.421312627936743,20.001719183922383
0.011,11.650659265098087,3.7135578697211664,94.87567567567568,10.974934173131468,26.17209544095791,0.083,7.538494999413465,5.713958861886928,0.004987541511039074,0.3,0.08157998699242287,81.0,75.0,0.7,1,0.175,0.655,0.17,16.146349816123124,0.972,22.84000316349037,23.110008238039107
0.01,9.937937287265354,3.7135578697211664,94.87567567567568,8.343315881404946,22.472290120865743,0.072,4.6913478822291435,5.713958861886928,0.007968169649176874,0.0,0.13811071861565868,77.0,73.0,0.1,1,0.199,0.689,0.112,15.17117920289229,0.393,19.44672234336987,18.379858759848776
0.009,10.746239381075412,3.7135578697211664,94.87567567567568,9.873904249994453,23.352893180170838,0.074,4.867534450455582,5.713958861886928,0.0168571170664229,0.1,0.10526051065749295,75.0,69.0,0.2,1,0.152,0.68,0.168,15.897484266003175,0.692,20.955963601857825,20.54413917224515
0.009,9.938661627543782,3.7135578697211664,94.87567567567568,8.980801413573113,23.861020314558505,0.072,5.932245187448011,5.713958861886928,0.006975613736425242,0.1,0.09075436326846414,78.0,71.0,0.4,1,0.169,0.672,0.159,15.306165159633608,0.557,21.965401102655463,20.333181832353652
0.013,8.831565879121063,3.7135578697211664,94.87567567567568,7.656810091480378,22.9932559352439,0.058,6.655440350367647,5.713958861886928,0.004987541511039074,0.2,0.07232066157962612,80.0,76.0,0.3,1,0.219,0.678,0.103,13.776231123086905,0.688,21.513085905220542,20.157631978445988
0.009,11.731321765901173,3.7135578697211664,94.87567567567568,10.647304082870662,24.887995671384374,0.064,6.0014148779611505,5.713958861886928,0.004987541511039074,0.1,0.06952606264861023,78.0,72.0,0.7,1,0.161,0.7,0.139,16.139524993650966,0.739,21.85595743958955,21.049687738435622
0.012,10.800310001214886,3.7135578697211664,94.87567567567568,9.862873869650832,25.80141124431122,0.091,7.912423121473705,5.713958861886928,0.004987541511039074,0.4,0.07881118042428978,79.0,75.0,0.7,1,0.186,0.665,0.148,15.494247641637434,0.852,22.11030991720666,22.30451001521545
0.009,9.654833867051826,3.7135578697211664,94.87567567567568,8.501063809486354,22.554269706707455,0.049,5.389071729816501,5.713958861886928,0.007968169649176874,0.3,0.07510747248680541,76.0,65.0,0.5,1,0.174,0.671,0.155,14.14345799004385,0.692,20.30926439932882,19.348900050644364
0.022714893617021278,6.675823221634848,3.7135578697211664,94.87567567567568,11.254644782971518,20.86727941871488,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.4,0.13811071861565868,82.0,77.0,0.5,1,0.3030511272141707,0.6234814814814815,0.07346457326892109,10.760792319262357,0.372,22.320493557319537,22.27707153912607
0.011,10.940667601685737,3.7135578697211664,94.87567567567568,10.408828161071545,25.54871552151442,0.074,7.488293515159428,5.713958861886928,0.002995508979798479,0.4,0.05638033343610764,82.0,75.0,0.8,1,0.18,0.669,0.151,15.46186055918952,0.824,21.448396063843667,21.616083213044426
0.013,12.86314695328471,3.7135578697211664,94.87567567567568,12.47061146701075,27.92242350772531,0.102,7.715123603632105,5.713958861886928,0.003992021269537453,0.3,0.06765864847381481,83.0,76.0,0.6,1,0.188,0.651,0.161,17.932199058099243,0.761,24.370932595252324,24.009762926449472
0.009,13.6572929527289,3.7135578697211664,94.87567567567568,12.75615744324828,28.26276876600722,0.105,7.784473235736469,5.713958861886928,0.003992021269537453,0.3,0.09531017980432487,81.0,76.0,0.7,1,0.154,0.679,0.168,18.226488115983997,0.731,23.908584878327133,24.758019617772565
0.009,11.448994759075541,3.7135578697211664,94.87567567567568,10.240138344643933,25.58958268901446,0.088,6.962243464266207,5.713958861886928,0.005982071677547464,0.1,0.08250122151174369,81.0,76.0,0.7,1,0.15,0.678,0.172,16.209011188452134,0.729,22.944206941008453,22.155727879150028
0.01,10.951209974200845,3.7135578697211664,94.87567567567568,10.150035081629355,24.688279066957314,0.072,5.926926025970411,5.713958861886928,0.008959741371471904,0.1,0.11422114409002286,77.0,68.0,0.5,1,0.166,0.682,0.153,16.1366795947849,0.647,22.156205206127954,21.358254103862766
0.014,7.650644551436897,3.7135578697211664,94.87567567567568,8.08301991917133,22.79303361882878,0.093,7.868254265520613,5.713958861886928,0.002995508979798479,0.5,0.16551443847757338,83.0,78.0,0.9,1,0.23,0.653,0.116,12.560135681404867,0.925,19.763545549755886,19.734404414925592
0.015,10.695393505119338,3.7135578697211664,94.87567567567568,9.577272530367564,25.378811402642746,0.067,7.522400231387125,5.713958861886928,0.005982071677547464,0.2,0.04688358589885042,80.0,75.0,0.8,1,0.214,0.674,0.112,15.167794051088844,0.594,22.055367969246795,21.80710284037066
0.022714893617021278,11.865749759016373,3.7135578697211664,94.87567567567568,11.254644782971518,21.202350169028456,0.06416951983298538,6.687603594123967,5.713958861886928,0.032286158705474306,0.23974713551955748,0.13811071861565868,71.15926791277259,66.46183800623054,0.5781237682301931,1,0.3030511272141707,0.6234814814814815,0.07346457326892109,11.259541754343456,0.518,22.320493557319537,22.27707153912607
